140.110.143.197,2016-06-27,03:53:49.090,2016-06-27,11:53:49.090,46,200,GET,-,-,163.21.167.253,2016-06-27,03:53:49.043,2016-06-27,03:53:49.090,-,ASP.NET_SessionId=0speyjwp21wthveaurfiffqh; os=Windows; _ga=GA1.3.1883980424.1465266877; _gat=1
140.110.143.197,2016-06-27,04:00:53.825,2016-06-27,12:00:53.825,93,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.731,2016-06-27,04:00:53.825,-,-
140.110.143.197,2016-06-27,04:00:53.856,2016-06-27,12:00:53.856,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.841,2016-06-27,04:00:53.856,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.856,2016-06-27,12:00:53.856,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.841,2016-06-27,04:00:53.856,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.872,2016-06-27,12:00:53.872,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.856,2016-06-27,04:00:53.872,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.872,2016-06-27,12:00:53.872,31,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.841,2016-06-27,04:00:53.872,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.888,2016-06-27,12:00:53.888,46,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.841,2016-06-27,04:00:53.888,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.903,2016-06-27,12:00:53.903,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.888,2016-06-27,04:00:53.903,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.903,2016-06-27,12:00:53.903,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.888,2016-06-27,04:00:53.903,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.903,2016-06-27,12:00:53.903,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.888,2016-06-27,04:00:53.903,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.903,2016-06-27,12:00:53.903,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.888,2016-06-27,04:00:53.903,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.919,2016-06-27,12:00:53.919,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.903,2016-06-27,04:00:53.919,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.919,2016-06-27,12:00:53.919,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.903,2016-06-27,04:00:53.919,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.934,2016-06-27,12:00:53.934,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.919,2016-06-27,04:00:53.934,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.950,2016-06-27,12:00:53.950,46,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.903,2016-06-27,04:00:53.950,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.950,2016-06-27,12:00:53.950,0,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.950,2016-06-27,04:00:53.950,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:53.981,2016-06-27,12:00:53.981,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.966,2016-06-27,04:00:53.981,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:54.013,2016-06-27,12:00:54.013,31,200,GET,-,-,203.71.62.165,2016-06-27,04:00:53.981,2016-06-27,04:00:54.013,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:54.028,2016-06-27,12:00:54.028,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:54.013,2016-06-27,04:00:54.028,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:54.044,2016-06-27,12:00:54.044,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:54.028,2016-06-27,04:00:54.044,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:54.059,2016-06-27,12:00:54.059,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:54.044,2016-06-27,04:00:54.059,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
140.110.143.197,2016-06-27,04:00:54.091,2016-06-27,12:00:54.091,15,200,GET,-,-,203.71.62.165,2016-06-27,04:00:54.075,2016-06-27,04:00:54.091,-,ASP.NET_SessionId=dbj2tqg4kapr0bszqijv0330; os=Windows
