140.110.143.198,2016-06-27,03:54:11.808,2016-06-27,11:54:11.808,GET,200,22720,-,163.21.167.253,-,-,2016-06-27,03:53:49.088,2016-06-27,03:54:11.808,ASP.NET_SessionId=0speyjwp21wthveaurfiffqh; os=Windows; _ga=GA1.3.1883980424.1465266877; _gat=1
140.110.143.198,2016-06-27,03:57:41.419,2016-06-27,11:57:41.419,GET,200,328,-,203.104.145.30,-,-,2016-06-27,03:57:41.091,2016-06-27,03:57:41.419,-
140.110.143.198,2016-06-27,03:57:41.841,2016-06-27,11:57:41.841,GET,200,187,-,203.104.145.30,-,-,2016-06-27,03:57:41.654,2016-06-27,03:57:41.841,-
140.110.143.198,2016-06-27,03:57:42.029,2016-06-27,11:57:42.029,GET,200,375,-,203.104.145.30,-,-,2016-06-27,03:57:41.654,2016-06-27,03:57:42.029,-
140.110.143.198,2016-06-27,03:57:42.185,2016-06-27,11:57:42.185,GET,200,531,-,203.104.145.28,-,-,2016-06-27,03:57:41.654,2016-06-27,03:57:42.185,-
140.110.143.198,2016-06-27,03:57:42.279,2016-06-27,11:57:42.279,GET,200,609,-,203.104.145.40,-,-,2016-06-27,03:57:41.669,2016-06-27,03:57:42.279,-
140.110.143.198,2016-06-27,03:57:42.310,2016-06-27,11:57:42.310,GET,200,546,-,203.104.145.59,-,-,2016-06-27,03:57:41.763,2016-06-27,03:57:42.310,-
140.110.143.198,2016-06-27,03:57:42.966,2016-06-27,11:57:42.966,GET,200,0,-,203.104.145.28,-,-,2016-06-27,03:57:42.966,2016-06-27,03:57:42.966,-
140.110.143.198,2016-06-27,04:07:23.326,2016-06-27,12:07:23.326,GET,200,687,-,40.77.167.55,-,-,2016-06-27,04:07:22.639,2016-06-27,04:07:23.326,-
140.110.143.198,2016-06-27,04:07:23.545,2016-06-27,12:07:23.545,GET,200,218,-,40.77.167.55,-,-,2016-06-27,04:07:23.326,2016-06-27,04:07:23.545,-
140.110.143.198,2016-06-27,04:07:23.780,2016-06-27,12:07:23.780,GET,200,218,-,40.77.167.55,-,-,2016-06-27,04:07:23.561,2016-06-27,04:07:23.780,-
140.110.143.198,2016-06-27,04:07:24.014,2016-06-27,12:07:24.014,GET,200,234,-,40.77.167.55,-,-,2016-06-27,04:07:23.780,2016-06-27,04:07:24.014,-
140.110.143.198,2016-06-27,04:07:24.233,2016-06-27,12:07:24.233,GET,200,218,-,40.77.167.55,-,-,2016-06-27,04:07:24.014,2016-06-27,04:07:24.233,-
140.110.143.198,2016-06-27,04:35:33.638,2016-06-27,12:35:33.638,GET,304,234,-,66.249.71.223,-,-,2016-06-27,04:35:33.404,2016-06-27,04:35:33.638,-
140.110.143.198,2016-06-27,04:37:05.443,2016-06-27,12:37:05.443,GET,200,234,-,66.249.71.229,-,-,2016-06-27,04:37:05.208,2016-06-27,04:37:05.443,-
140.110.143.198,2016-06-27,04:38:35.403,2016-06-27,12:38:35.403,GET,200,687,-,40.77.167.55,-,-,2016-06-27,04:38:34.716,2016-06-27,04:38:35.403,-
140.110.143.198,2016-06-27,04:40:05.583,2016-06-27,12:40:05.583,GET,200,156,-,66.249.71.229,-,-,2016-06-27,04:40:05.426,2016-06-27,04:40:05.583,-
140.110.143.198,2016-06-27,04:52:28.050,2016-06-27,12:52:28.050,GET,200,125,-,122.118.35.243,-,-,2016-06-27,04:52:27.925,2016-06-27,04:52:28.050,-
140.110.143.198,2016-06-27,04:52:28.050,2016-06-27,12:52:28.050,GET,200,125,-,122.118.35.243,-,-,2016-06-27,04:52:27.925,2016-06-27,04:52:28.050,-
140.110.143.198,2016-06-27,04:52:28.065,2016-06-27,12:52:28.065,GET,200,125,-,122.118.35.243,-,-,2016-06-27,04:52:27.925,2016-06-27,04:52:28.050,-
140.110.143.198,2016-06-27,04:52:28.159,2016-06-27,12:52:28.159,GET,200,93,-,122.118.35.243,-,-,2016-06-27,04:52:28.065,2016-06-27,04:52:28.159,ASP.NET_SessionId=zvv01vrazccxwhoybv1m3jmh; os=Windows
140.110.143.198,2016-06-27,04:52:28.347,2016-06-27,12:52:28.347,GET,200,187,-,122.118.35.243,-,-,2016-06-27,04:52:28.159,2016-06-27,04:52:28.347,ASP.NET_SessionId=zvv01vrazccxwhoybv1m3jmh; os=Windows
